Investors,InvestorLink,Latest,Seed,Growth,Legal,GRC,RiskTech,FinTech,WealthTech,Participation
Group B.V,https://www.google.com/search?q=Group+B.V+AND+Crunchbase+OR+LinkedIn,Jul 2021,1,0,0,0,0,1,0,11821900
King Street Partners,https://www.google.com/search?q=King+Street+Partners+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,11,0,0,0,11,0,5604500000
DAG Ventures,https://www.google.com/search?q=DAG+Ventures+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,16,0,4,4,0,0,7901760000
The Fund,https://www.google.com/search?q=The+Fund+AND+Crunchbase+OR+LinkedIn,Jul 2021,17,0,0,2,6,3,0,386500000
Stride.VC,https://www.google.com/search?q=Stride.VC+AND+Crunchbase+OR+LinkedIn,Jul 2021,13,12,0,5,6,14,0,980863868
AU Small Finance Bank,https://www.google.com/search?q=AU+Small+Finance+Bank+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,26,0,0,0,26,0,8198221328
Drakes Landing Associates,https://www.google.com/search?q=Drakes+Landing+Associates+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,11,0,0,0,11,0,5604500000
"Stockholm Business Angels, STOAF","https://www.google.com/search?q=Stockholm+Business+Angels,+STOAF+AND+Crunchbase+OR+LinkedIn",Jul 2021,0,8,0,8,0,0,0,52000000
ETS Strategic Capital,https://www.google.com/search?q=ETS+Strategic+Capital+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,11,0,0,0,11,0,5604500000
Richard Laxer,https://www.google.com/search?q=Richard+Laxer+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,8,0,0,6,2,0,996926248
Tuğrul Tekbulut,https://www.google.com/search?q=Tuğrul+Tekbulut+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,5,0,0,5,0,0,835500
Producement,https://www.google.com/search?q=Producement+AND+Crunchbase+OR+LinkedIn,Jul 2021,3,0,0,0,0,3,0,1062900
Philipp Kloeckner,https://www.google.com/search?q=Philipp+Kloeckner+AND+Crunchbase+OR+LinkedIn,Jul 2021,18,0,0,18,0,0,0,414000000
Justin David Blau,https://www.google.com/search?q=Justin+David+Blau+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,18,0,0,0,18,0,4827600000
Harbourfront Capital,https://www.google.com/search?q=Harbourfront+Capital+AND+Crunchbase+OR+LinkedIn,Jul 2021,2,2,0,0,0,4,0,60000000
Impacta VC,https://www.crunchbase.com/organization/impacta-vc,Jul 2021,9,0,0,9,0,0,0,28492596
Kotak Securities,https://www.google.com/search?q=Kotak+Securities+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,2,0,0,0,2,0,4800000
Banco Bilbao Vizcaya Argentaria,https://www.google.com/search?q=Banco+Bilbao+Vizcaya+Argentaria+AND+Crunchbase+OR+LinkedIn,Jul 2021,4,35,0,0,0,37,2,25184881121
Xperiment Ventures,https://www.crunchbase.com/organization/xperiment-ventures,Jul 2021,0,9,0,9,0,0,0,28492596
Transform VC,https://www.google.com/search?q=Transform+VC+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,10,0,0,0,10,0,980000000
Ideas Impact VC,https://www.crunchbase.com/organization/ideas-impact-vc,Jul 2021,0,9,0,9,0,0,0,28492596
Croghan Investments,https://www.google.com/search?q=Croghan+Investments+AND+Crunchbase+OR+LinkedIn,Jul 2021,6,0,0,0,6,0,0,76039500
Pravin Gandhi,https://www.google.com/search?q=Pravin+Gandhi+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,1,0,0,0,1,0,408450
Helena Wasserman,https://www.google.com/search?q=Helena+Wasserman+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,2,0,0,0,2,0,30000000
Xponentia Capital Partners,https://www.google.com/search?q=Xponentia+Capital+Partners+AND+Crunchbase+OR+LinkedIn,Jul 2021,0,2,0,0,0,2,0,30000000
